Dose in ,Sclera:1_1266, 178.101, nanoGy 
Dose in ,Sclera:1_571, 0, picoGy 
Dose in ,Glaskörper:1_3202, 0, picoGy 
Dose in ,Netzhaut:1_1262, 0, picoGy 
Dose in ,Kammerwasser:1_1, 0, picoGy 
Dose in ,Glaskörper:1_5673, 0, picoGy 
Dose in ,Netzhaut:1_877, 0, picoGy 
Dose in ,Glaskörper:1_3955, 0, picoGy 
Dose in ,Glaskörper:1_2493, 0, picoGy 
Dose in ,Netzhaut:1_1935, 0, picoGy 
Dose in ,Applikator:1_57, 2.98107, nanoGy 
Dose in ,Sehnerv:1_314, 0, picoGy 
Dose in ,Netzhaut:1_320, 0, picoGy 
Dose in ,Choroidea:1_2065, 0, picoGy 
Dose in ,Applikator:1_416, 0, picoGy 
Dose in ,Glaskörper:1_283, 0, picoGy 
Dose in ,Sclera:1_940, 0, picoGy 
Dose in ,Kammerwasser:1_22, 9.76915, nanoGy 
Dose in ,Applikator:1_370, 0, picoGy 
Dose in ,Glaskörper:1_6193, 24.0795, nanoGy 
Dose in ,Sclera:1_798, 0, picoGy 
Dose in ,Glaskörper:1_1824, 0, picoGy 
Dose in ,Netzhaut:1_446, 0, picoGy 
Dose in ,Glaskörper:1_4784, 0, picoGy 
Dose in ,Sehnerv:1_472, 0, picoGy 
Dose in ,Glaskörper:1_4790, 0, picoGy 
Dose in ,Netzhaut:1_452, 0, picoGy 
Dose in ,Sehnerv:1_466, 0, picoGy 
Dose in ,Glaskörper:1_4948, 0, picoGy 
Dose in ,Glaskörper:1_6187, 0, picoGy 
Dose in ,Applikator:1_364, 0, picoGy 
Dose in ,Kammerwasser:1_36, 0, picoGy 
Dose in ,Sclera:1_954, 0, picoGy 
Dose in ,Choroidea:1_319, 0, picoGy 
Dose in ,Glaskörper:1_1830, 0, picoGy 
Dose in ,Choroidea:1_2071, 0, picoGy 
Dose in ,Applikator:1_402, 0, picoGy 
Dose in ,Glaskörper:1_297, 0, picoGy 
Dose in ,Glaskörper:1_3941, 0, picoGy 
Dose in ,Glaskörper:1_2487, 0, picoGy 
Dose in ,Choroidea:1_1578, 0, picoGy 
Dose in ,Netzhaut:1_1921, 0, picoGy 
Dose in ,Applikator:1_43, 0, picoGy 
Dose in ,Glaskörper:1_3799, 0, picoGy 
Dose in ,Linse:1_228, 0, picoGy 
Dose in ,Sehnerv:1_300, 0, picoGy 
Dose in ,Netzhaut:1_334, 0, picoGy 
Dose in ,Choroidea:1_2059, 0, picoGy 
Dose in ,Choroidea:1_457, 0, picoGy 
Dose in ,Glaskörper:1_3969, 0, picoGy 
Dose in ,Netzhaut:1_1909, 0, picoGy 
Dose in ,Choroidea:1_1550, 0, picoGy 
Dose in ,Sehnerv:1_328, 0, picoGy 
Dose in ,Linse:1_200, 0, picoGy 
Dose in ,Glaskörper:1_4960, 0, picoGy 
Dose in ,Choroidea:1_1236, 0, picoGy 
Dose in ,Choroidea:1_331, 0, picoGy 
Dose in ,Glaskörper:1_1818, 0, picoGy 
Dose in ,Sclera:1_1583, 0, picoGy 
Dose in ,Applikator:1_358, 0, picoGy 
Dose in ,Sclera:1_968, 0, picoGy 
Dose in ,Choroidea:1_325, 0, picoGy 
Dose in ,Sclera:1_1597, 0, picoGy 
Dose in ,Glaskörper:1_4974, 0, picoGy 
Dose in ,Choroidea:1_1222, 0, picoGy 
Dose in ,Choroidea:1_1544, 0, picoGy 
Dose in ,Linse:1_214, 0, picoGy 
Dose in ,Netzhaut:1_308, 0, picoGy 
Dose in ,Choroidea:1_443, 0, picoGy 
Dose in ,Glaskörper:1_1159, 0, picoGy 
Dose in ,Glaskörper:1_6636, 0, picoGy 
Dose in ,Glaskörper:1_240, 0, picoGy 
Dose in ,Netzhaut:1_2227, 0, picoGy 
Dose in ,Applikator:1_94, 0, picoGy 
Dose in ,Sclera:1_2713, 0, picoGy 
Dose in ,Glaskörper:1_4021, 0, picoGy 
Dose in ,Glaskörper:1_3996, 0, picoGy 
Dose in ,Glaskörper:1_2450, 0, picoGy 
Dose in ,Glaskörper:1_2336, 0, picoGy 
Dose in ,Kammerwasser:1_126, 0, picoGy 
Dose in ,Glaskörper:1_5459, 0, picoGy 
Dose in ,Sclera:1_2075, 0, picoGy 
Dose in ,Glaskörper:1_4747, 0, picoGy 
Dose in ,Netzhaut:1_1048, 0, picoGy 
Dose in ,Netzhaut:1_485, 0, picoGy 
Dose in ,Glaskörper:1_3028, 0, picoGy 
Dose in ,Glaskörper:1_6150, 0, picoGy 
Dose in ,Sclera:1_983, 0, picoGy 
Dose in ,Glaskörper:1_526, 0, picoGy 
Dose in ,Sclera:1_1568, 0, picoGy 
Dose in ,Sclera:1_997, 0, picoGy 
Dose in ,Glaskörper:1_6144, 0, picoGy 
Dose in ,Glaskörper:1_532, 0, picoGy 
Dose in ,Kammerwasser:1_132, 0, picoGy 
Dose in ,Glaskörper:1_2322, 0, picoGy 
Dose in ,Sclera:1_2061, 0, picoGy 
Dose in ,Netzhaut:1_491, 0, picoGy 
Dose in ,Glaskörper:1_4753, 0, picoGy 
Dose in ,Applikator:1_80, 0, picoGy 
Dose in ,Sclera:1_2707, 0, picoGy 
Dose in ,Glaskörper:1_4035, 0, picoGy 
Dose in ,Glaskörper:1_3982, 0, picoGy 
Dose in ,Glaskörper:1_2444, 0, picoGy 
Dose in ,Glaskörper:1_6622, 0, picoGy 
Dose in ,Glaskörper:1_254, 0, picoGy 
Dose in ,Netzhaut:1_2233, 0, picoGy 
Dose in ,Glaskörper:1_3772, 0, picoGy 
Dose in ,Netzhaut:1_1712, 0, picoGy 
Dose in ,Glaskörper:1_5303, 0, picoGy 
Dose in ,Choroidea:1_1593, 0, picoGy 
Dose in ,Glaskörper:1_1165, 0, picoGy 
Dose in ,Choroidea:1_494, 0, picoGy 
Dose in ,Sclera:1_1226, 0, picoGy 
Dose in ,Sclera:1_767, 0, picoGy 
Dose in ,Sclera:1_1540, 0, picoGy 
Dose in ,Glaskörper:1_1603, 0, picoGy 
Dose in ,Glaskörper:1_5465, 0, picoGy 
Dose in ,Netzhaut:1_1074, 0, picoGy 
Dose in ,Sclera:1_2049, 0, picoGy 
Dose in ,Glaskörper:1_3014, 0, picoGy 
Dose in ,Glaskörper:1_5471, 0, picoGy 
Dose in ,Netzhaut:1_1060, 0, picoGy 
Dose in ,Sehnerv:1_499, 0, picoGy 
Dose in ,Glaskörper:1_3000, 0, picoGy 
Dose in ,Sclera:1_773, 0, picoGy 
Dose in ,Sclera:1_1554, 0, picoGy 
Dose in ,Glaskörper:1_6178, 0, picoGy 
Dose in ,Glaskörper:1_1617, 0, picoGy 
Dose in ,Glaskörper:1_1171, 0, picoGy 
Dose in ,Glaskörper:1_268, 0, picoGy 
Dose in ,Choroidea:1_480, 0, picoGy 
Dose in ,Sclera:1_1232, 0, picoGy 
Dose in ,Glaskörper:1_3766, 0, picoGy 
Dose in ,Glaskörper:1_4009, 0, picoGy 
Dose in ,Netzhaut:1_1706, 0, picoGy 
Dose in ,Glaskörper:1_5317, 0, picoGy 
Dose in ,Choroidea:1_1587, 0, picoGy 
Dose in ,Glaskörper:1_2478, 0, picoGy 
Dose in ,Netzhaut:1_2237, 0, picoGy 
Dose in ,Glaskörper:1_1149, 12.8445, nanoGy 
Dose in ,Glaskörper:1_250, 0, picoGy 
Dose in ,Glaskörper:1_6626, 0, picoGy 
Dose in ,Glaskörper:1_3986, 0, picoGy 
Dose in ,Glaskörper:1_2440, 0, picoGy 
Dose in ,Applikator:1_84, 0, picoGy 
Dose in ,Glaskörper:1_4031, 0, picoGy 
Dose in ,Sclera:1_2703, 0, picoGy 
Dose in ,Netzhaut:1_1058, 0, picoGy 
Dose in ,Glaskörper:1_4757, 0, picoGy 
Dose in ,Netzhaut:1_495, 0, picoGy 
Dose in ,Sclera:1_2065, 0, picoGy 
Dose in ,Glaskörper:1_3038, 0, picoGy 
Dose in ,Glaskörper:1_2326, 0, picoGy 
Dose in ,Kammerwasser:1_136, 0, picoGy 
Dose in ,Glaskörper:1_5449, 0, picoGy 
Dose in ,Glaskörper:1_536, 0, picoGy 
Dose in ,Glaskörper:1_6140, 0, picoGy 
Dose in ,Sclera:1_993, 0, picoGy 
Dose in ,Glaskörper:1_522, 0, picoGy 
Dose in ,Sclera:1_987, 0, picoGy 
Dose in ,Glaskörper:1_6154, 0, picoGy 
Dose in ,Sclera:1_1578, 0, picoGy 
Dose in ,Netzhaut:1_481, 0, picoGy 
Dose in ,Glaskörper:1_4743, 0, picoGy 
Dose in ,Sclera:1_2071, 0, picoGy 
Dose in ,Kammerwasser:1_122, 2.62225, nanoGy 
Dose in ,Glaskörper:1_2332, 0, picoGy 
Dose in ,Glaskörper:1_3992, 0, picoGy 
Dose in ,Glaskörper:1_2454, 0, picoGy 
Dose in ,Applikator:1_90, 0, picoGy 
Dose in ,Glaskörper:1_4025, 0, picoGy 
Dose in ,Sclera:1_2717, 0, picoGy 
Dose in ,Netzhaut:1_2223, 0, picoGy 
Dose in ,Glaskörper:1_244, 0, picoGy 
Dose in ,Glaskörper:1_6632, 0, picoGy 
Dose in ,Glaskörper:1_5313, 0, picoGy 
Dose in ,Choroidea:1_1583, 0, picoGy 
Dose in ,Glaskörper:1_3762, 0, picoGy 
Dose in ,Netzhaut:1_1702, 0, picoGy 
Dose in ,Sclera:1_1236, 0, picoGy 
Dose in ,Glaskörper:1_1175, 0, picoGy 
Dose in ,Choroidea:1_484, 0, picoGy 
Dose in ,Glaskörper:1_1613, 0, picoGy 
Dose in ,Sclera:1_777, 0, picoGy 
Dose in ,Sclera:1_1550, 0, picoGy 
Dose in ,Sclera:1_2059, 0, picoGy 
Dose in ,Netzhaut:1_1064, 0, picoGy 
Dose in ,Glaskörper:1_3004, 0, picoGy 
Dose in ,Glaskörper:1_5475, 0, picoGy 
Dose in ,Netzhaut:1_1070, 0, picoGy 
Dose in ,Glaskörper:1_3010, 0, picoGy 
Dose in ,Sehnerv:1_489, 0, picoGy 
Dose in ,Glaskörper:1_5461, 0, picoGy 
Dose in ,Glaskörper:1_6168, 0, picoGy 
Dose in ,Glaskörper:1_1607, 0, picoGy 
Dose in ,Sclera:1_763, 0, picoGy 
Dose in ,Sclera:1_1544, 0, picoGy 
Dose in ,Sclera:1_1222, 0, picoGy 
Dose in ,Glaskörper:1_1161, 0, picoGy 
Dose in ,Choroidea:1_490, 0, picoGy 
Dose in ,Glaskörper:1_278, 0, picoGy 
Dose in ,Glaskörper:1_5307, 0, picoGy 
Dose in ,Choroidea:1_1597, 0, picoGy 
Dose in ,Glaskörper:1_2468, 0, picoGy 
Dose in ,Glaskörper:1_3776, 0, picoGy 
Dose in ,Netzhaut:1_1716, 0, picoGy 
Dose in ,Glaskörper:1_4019, 0, picoGy 
Dose in ,Sehnerv:1_304, 0, picoGy 
Dose in ,Applikator:1_47, 0, picoGy 
Dose in ,Netzhaut:1_330, 0, picoGy 
Dose in ,Glaskörper:1_3945, 0, picoGy 
Dose in ,Netzhaut:1_1925, 0, picoGy 
Dose in ,Glaskörper:1_2483, 0, picoGy 
Dose in ,Choroidea:1_2075, 0, picoGy 
Dose in ,Glaskörper:1_293, 0, picoGy 
Dose in ,Applikator:1_406, 0, picoGy 
Dose in ,Sclera:1_788, 0, picoGy 
Dose in ,Glaskörper:1_1834, 0, picoGy 
Dose in ,Sclera:1_950, 0, picoGy 
Dose in ,Kammerwasser:1_32, 0, picoGy 
Dose in ,Applikator:1_360, 0, picoGy 
Dose in ,Glaskörper:1_6183, 0, picoGy 
Dose in ,Netzhaut:1_456, 0, picoGy 
Dose in ,Glaskörper:1_4794, 0, picoGy 
Dose in ,Sehnerv:1_462, 0, picoGy 
Dose in ,Glaskörper:1_4958, 0, picoGy 
Dose in ,Glaskörper:1_4780, 0, picoGy 
Dose in ,Netzhaut:1_442, 0, picoGy 
Dose in ,Sehnerv:1_476, 0, picoGy 
Dose in ,Glaskörper:1_1820, 0, picoGy 
Dose in ,Glaskörper:1_6197, 0, picoGy 
Dose in ,Applikator:1_374, 0, picoGy 
Dose in ,Kammerwasser:1_26, 0, picoGy 
Dose in ,Sclera:1_944, 0, picoGy 
Dose in ,Choroidea:1_309, 0, picoGy 
Dose in ,Choroidea:1_2061, 0, picoGy 
Dose in ,Glaskörper:1_287, 0, picoGy 
Dose in ,Applikator:1_412, 0, picoGy 
Dose in ,Sehnerv:1_310, 0, picoGy 
Dose in ,Applikator:1_53, 0, picoGy 
Dose in ,Glaskörper:1_3789, 0, picoGy 
Dose in ,Linse:1_238, 0, picoGy 
Dose in ,Netzhaut:1_324, 0, picoGy 
Dose in ,Glaskörper:1_3951, 0, picoGy 
Dose in ,Netzhaut:1_1931, 0, picoGy 
Dose in ,Glaskörper:1_2497, 0, picoGy 
Dose in ,Choroidea:1_1568, 0, picoGy 
Dose in ,Choroidea:1_2049, 0, picoGy 
Dose in ,Choroidea:1_447, 0, picoGy 
Dose in ,Linse:1_210, 0, picoGy 
Dose in ,Sehnerv:1_338, 0, picoGy 
Dose in ,Glaskörper:1_3979, 0, picoGy 
Dose in ,Choroidea:1_1540, 0, picoGy 
Dose in ,Netzhaut:1_1919, 0, picoGy 
Dose in ,Choroidea:1_1226, 0, picoGy 
Dose in ,Glaskörper:1_4970, 0, picoGy 
Dose in ,Sclera:1_1593, 0, picoGy 
Dose in ,Glaskörper:1_1808, 0, picoGy 
Dose in ,Choroidea:1_321, 0, picoGy 
Dose in ,Sclera:1_1587, 0, picoGy 
Dose in ,Applikator:1_348, 0, picoGy 
Dose in ,Sclera:1_978, 0, picoGy 
Dose in ,Choroidea:1_335, 0, picoGy 
Dose in ,Choroidea:1_1232, 0, picoGy 
Dose in ,Glaskörper:1_4964, 0, picoGy 
Dose in ,Linse:1_204, 0, picoGy 
Dose in ,Netzhaut:1_318, 0, picoGy 
Dose in ,Choroidea:1_1554, 0, picoGy 
Dose in ,Choroidea:1_453, 0, picoGy 
Dose in ,Choroidea:1_26, 49.2625, nanoGy 
Dose in ,Sclera:1_549, 0, picoGy 
Dose in ,Perifovea:1_10, 33.7225, nanoGy 
Dose in ,Glaskörper:1_6342, 0, picoGy 
Dose in ,Glaskörper:1_734, 0, picoGy 
Dose in ,Kammerwasser:1_334, 0, picoGy 
Dose in ,Glaskörper:1_2124, 0, picoGy 
Dose in ,Glaskörper:1_5893, 0, picoGy 
Dose in ,Sclera:1_2267, 0, picoGy 
Dose in ,Netzhaut:1_697, 0, picoGy 
Dose in ,Glaskörper:1_4555, 0, picoGy 
Dose in ,Choroidea:1_1965, 0, picoGy 
Dose in ,Sclera:1_2501, 0, picoGy 
Dose in ,Glaskörper:1_4233, 0, picoGy 
Dose in ,Kammerwasser:1_452, 0, picoGy 
Dose in ,Glaskörper:1_2642, 0, picoGy 
Dose in ,Glaskörper:1_6424, 0, picoGy 
Dose in ,Cornea:1_262, 0, picoGy 
Dose in ,Choroidea:1_862, 0, picoGy 
Dose in ,Netzhaut:1_2035, 0, picoGy 
Dose in ,Sclera:1_1008, 0, picoGy 
Dose in ,Glaskörper:1_6430, 0, picoGy 
Dose in ,Choroidea:1_876, 0, picoGy 
Dose in ,Cornea:1_276, 0, picoGy 
Dose in ,Netzhaut:1_2021, 0, picoGy 
Dose in ,Sclera:1_2515, 0, picoGy 
Dose in ,Choroidea:1_1971, 0, picoGy 
Dose in ,Glaskörper:1_4227, 0, picoGy 
Dose in ,Netzhaut:1_1528, 0, picoGy 
Dose in ,Glaskörper:1_3548, 0, picoGy 
Dose in ,Glaskörper:1_2656, 0, picoGy 
Dose in ,Kammerwasser:1_446, 48.8804, nanoGy 
Dose in ,Glaskörper:1_5139, 0, picoGy 
Dose in ,Glaskörper:1_2130, 0, picoGy 
Dose in ,Kammerwasser:1_320, 114.774, nanoGy 
Dose in ,Glaskörper:1_5887, 0, picoGy 
Dose in ,Sclera:1_2273, 0, picoGy 
Dose in ,Glaskörper:1_4541, 0, picoGy 
Dose in ,Netzhaut:1_683, 0, picoGy 
Dose in ,Choroidea:1_32, 0, picoGy 
Dose in ,Cornea:1_13, 0, picoGy 
Dose in ,Glaskörper:1_1439, 0, picoGy 
Dose in ,Glaskörper:1_6356, 0, picoGy 
Dose in ,Glaskörper:1_720, 0, picoGy 
Dose in ,Glaskörper:1_5677, 0, picoGy 
Dose in ,Kammerwasser:1_5, 0, picoGy 
Dose in ,Netzhaut:1_873, 0, picoGy 
Dose in ,Kammerwasser:1_308, 0, picoGy 
Dose in ,Glaskörper:1_2118, 0, picoGy 
Dose in ,Glaskörper:1_3206, 0, picoGy 
Dose in ,Glaskörper:1_4569, 0, picoGy 
Dose in ,Netzhaut:1_1266, 0, picoGy 
Dose in ,Sclera:1_1752, 0, picoGy 
Dose in ,PapilleChoroidea:1_9, 0, picoGy 
Dose in ,Sclera:1_575, 0, picoGy 
Dose in ,Glaskörper:1_1411, 0, picoGy 
Dose in ,Glaskörper:1_708, 0, picoGy 
Dose in ,Choroidea:1_686, 0, picoGy 
Dose in ,Glaskörper:1_6418, 0, picoGy 
Dose in ,Glaskörper:1_1377, 0, picoGy 
Dose in ,Choroidea:1_2288, 0, picoGy 
Dose in ,Sclera:1_213, 0, picoGy 
Dose in ,Applikator:1_823, 0, picoGy 
Dose in ,Sclera:1_73, 0, picoGy 
Dose in ,Sclera:1_1034, 0, picoGy 
Dose in ,Netzhaut:1_2009, 0, picoGy 
Dose in ,Netzhaut:1_1500, 0, picoGy 
Dose in ,Choroidea:1_1959, 0, picoGy 
Dose in ,Glaskörper:1_3560, 0, picoGy 
Dose in ,Choroidea:1_1781, 0, picoGy 
Dose in ,Glaskörper:1_5111, 0, picoGy 
Dose in ,Netzhaut:1_1514, 0, picoGy 
Dose in ,Sclera:1_2529, 0, picoGy 
Dose in ,Glaskörper:1_3574, 0, picoGy 
Dose in ,Choroidea:1_1795, 0, picoGy 
Dose in ,Glaskörper:1_5105, 0, picoGy 
Dose in ,Choroidea:1_692, 0, picoGy 
Dose in ,Glaskörper:1_1363, 0, picoGy 
Dose in ,Sclera:1_67, 0, picoGy 
Dose in ,Applikator:1_837, 0, picoGy 
Dose in ,Sclera:1_207, 0, picoGy 
Dose in ,Sclera:1_1020, 0, picoGy 
Dose in ,Sclera:1_1746, 0, picoGy 
Dose in ,Sclera:1_561, 0, picoGy 
Dose in ,Perifovea:1_38, 0, picoGy 
Dose in ,Glaskörper:1_1405, 0, picoGy 
Dose in ,Applikator:1_189, 0, picoGy 
Dose in ,Glaskörper:1_5663, 0, picoGy 
Dose in ,Netzhaut:1_867, 0, picoGy 
Dose in ,Glaskörper:1_3212, 0, picoGy 
Dose in ,Netzhaut:1_1272, 0, picoGy 
Dose in ,Glaskörper:1_5850, 46.5796, nanoGy 
Dose in ,Glaskörper:1_4596, 0, picoGy 
Dose in ,Netzhaut:1_1299, 0, picoGy 
Dose in ,Netzhaut:1_654, 0, picoGy 
Dose in ,Glaskörper:1_5688, 0, picoGy 
Dose in ,Choroidea:1_1018, 0, picoGy 
Dose in ,Sclera:1_1975, 0, picoGy 
Dose in ,Applikator:1_162, 0, picoGy 
Dose in ,Glaskörper:1_6381, 56.9039, nanoGy 
Dose in ,Applikator:1_604, 0, picoGy 
Dose in ,Choroidea:1_679, 0, picoGy 
Dose in ,Choroidea:1_2277, 0, picoGy 
Dose in ,Glaskörper:1_1388, 0, picoGy 
Dose in ,Glaskörper:1_2681, 0, picoGy 
Dose in ,Kammerwasser:1_491, 0, picoGy 
Dose in ,Glaskörper:1_2859, 0, picoGy 
Dose in ,Netzhaut:1_132, 0, picoGy 
Dose in ,Netzhaut:1_14, 0, picoGy 
Dose in ,Sehnerv:1_106, 0, picoGy 
Dose in ,Kammerwasser:1_485, 0, picoGy 
Dose in ,Glaskörper:1_2695, 0, picoGy 
Dose in ,Netzhaut:1_126, 0, picoGy 
Dose in ,Sehnerv:1_112, 0, picoGy 
Dose in ,Sclera:1_98, 0, picoGy 
Dose in ,Applikator:1_7, 0, picoGy 
Dose in ,Applikator:1_610, 0, picoGy 
Dose in ,Choroidea:1_2263, 0, picoGy 
Dose in ,Sclera:1_1961, 0, picoGy 
Dose in ,Glaskörper:1_6395, 0, picoGy 
Dose in ,Applikator:1_176, 0, picoGy 
Dose in ,Glaskörper:1_5844, 0, picoGy 
Dose in ,Netzhaut:1_640, 0, picoGy 
Dose in ,Glaskörper:1_4582, 0, picoGy 
Dose in ,Netzhaut:1_898, 0, picoGy 
Dose in ,Sclera:1_1949, 0, picoGy 
Dose in ,Choroidea:1_123, 0, picoGy 
Dose in ,Sclera:1_1791, 0, picoGy 
Dose in ,Glaskörper:1_913, 0, picoGy 
Dose in ,Linse:1_1, 0, picoGy 
Dose in ,Netzhaut:1_668, 0, picoGy 
Dose in ,Sclera:1_2298, 0, picoGy 
Dose in ,Choroidea:1_1024, 0, picoGy 
Dose in ,Choroidea:1_1742, 0, picoGy 
Dose in ,Sclera:1_0, 0, picoGy 
Dose in ,Netzhaut:1_28, 0, picoGy 
Dose in ,Glaskörper:1_2865, 0, picoGy 
Dose in ,Applikator:1_638, 0, picoGy 
Dose in ,Choroidea:1_645, 0, picoGy 
Dose in ,Choroidea:1_889, 0, picoGy 
Dose in ,Cornea:1_289, 0, picoGy 
Dose in ,Choroidea:1_651, 34.9694, nanoGy 
Dose in ,Choroidea:1_1756, 0, picoGy 
Dose in ,Glaskörper:1_2871, 0, picoGy 
Dose in ,Glaskörper:1_5878, 36.6053, nanoGy 
Dose in ,Choroidea:1_1030, 0, picoGy 
Dose in ,Choroidea:1_137, 0, picoGy 
Dose in ,Sclera:1_1785, 0, picoGy 
Dose in ,Glaskörper:1_907, 0, picoGy 
Dose in ,Glaskörper:1_6236, 0, picoGy 
Dose in ,Glaskörper:1_640, 0, picoGy 
Dose in ,Glaskörper:1_1559, 0, picoGy 
Dose in ,Glaskörper:1_898, 0, picoGy 
Dose in ,Sclera:1_2313, 0, picoGy 
Dose in ,Glaskörper:1_4421, 0, picoGy 
Dose in ,Glaskörper:1_2050, 0, picoGy 
Dose in ,Kammerwasser:1_240, 0, picoGy 
Dose in ,Glaskörper:1_5059, 0, picoGy 
Dose in ,Glaskörper:1_2736, 0, picoGy 
Dose in ,Kammerwasser:1_526, 0, picoGy 
Dose in ,Linse:1_199, 0, picoGy 
Dose in ,Glaskörper:1_3428, 0, picoGy 
Dose in ,Sclera:1_2475, 0, picoGy 
Dose in ,Choroidea:1_1811, 0, picoGy 
Dose in ,Glaskörper:1_4347, 0, picoGy 
Dose in ,Netzhaut:1_1448, 0, picoGy 
Dose in ,Netzhaut:1_2141, 0, picoGy 
Dose in ,Choroidea:1_916, 0, picoGy 
Dose in ,Cornea:1_316, 0, picoGy 
Dose in ,Glaskörper:1_6550, 0, picoGy 
Dose in ,Glaskörper:1_126, 0, picoGy 
Dose in ,Netzhaut:1_2155, 0, picoGy 
Dose in ,Sclera:1_1168, 0, picoGy 
Dose in ,Cornea:1_302, 0, picoGy 
Dose in ,Choroidea:1_902, 0, picoGy 
Dose in ,Glaskörper:1_6544, 0, picoGy 
Dose in ,Glaskörper:1_132, 0, picoGy 
Dose in ,Kammerwasser:1_532, 0, picoGy 
Dose in ,Glaskörper:1_2722, 0, picoGy 
Dose in ,Choroidea:1_1805, 0, picoGy 
Dose in ,Sclera:1_2461, 0, picoGy 
Dose in ,Glaskörper:1_4353, 0, picoGy 
Dose in ,Sclera:1_2307, 0, picoGy 
Dose in ,Glaskörper:1_4435, 0, picoGy 
Dose in ,Kammerwasser:1_254, 0, picoGy 
Dose in ,Glaskörper:1_2044, 0, picoGy 
Dose in ,Glaskörper:1_6222, 0, picoGy 
Dose in ,Glaskörper:1_654, 25.8953, nanoGy 
Dose in ,Sclera:1_429, 0, picoGy 
Dose in ,Netzhaut:1_1312, 0, picoGy 
Dose in ,Glaskörper:1_3372, 0, picoGy 
Dose in ,Netzhaut:1_907, 0, picoGy 
Dose in ,Choroidea:1_1193, 0, picoGy 
Dose in ,Glaskörper:1_5703, 0, picoGy 
Dose in ,Glaskörper:1_1565, 0, picoGy 
Dose in ,Sclera:1_401, 0, picoGy 
Dose in ,Sclera:1_1626, 0, picoGy 
Dose in ,Sclera:1_1140, 0, picoGy 
Dose in ,Sehnerv:1_33, 0, picoGy 
Dose in ,Applikator:1_957, 0, picoGy 
Dose in ,Sclera:1_367, 0, picoGy 
Dose in ,Glaskörper:1_1203, 0, picoGy 
Dose in ,Glaskörper:1_5065, 0, picoGy 
Dose in ,Glaskörper:1_3414, 0, picoGy 
Dose in ,Netzhaut:1_1474, 0, picoGy 
Dose in ,Sclera:1_2449, 0, picoGy 
Dose in ,Glaskörper:1_5071, 0, picoGy 
Dose in ,Glaskörper:1_3400, 0, picoGy 
Dose in ,Netzhaut:1_1460, 0, picoGy 
Dose in ,Choroidea:1_1839, 0, picoGy 
Dose in ,Sclera:1_1154, 0, picoGy 
Dose in ,Netzhaut:1_2169, 0, picoGy 
Dose in ,Sehnerv:1_27, 0, picoGy 
Dose in ,Sclera:1_373, 0, picoGy 
Dose in ,Applikator:1_943, 0, picoGy 
Dose in ,Glaskörper:1_1217, 0, picoGy 
Dose in ,Glaskörper:1_6578, 0, picoGy 
Dose in ,Glaskörper:1_668, 0, picoGy 
Dose in ,Glaskörper:1_1571, 0, picoGy 
Dose in ,Sclera:1_415, 0, picoGy 
Dose in ,Sclera:1_1632, 0, picoGy 
Dose in ,Glaskörper:1_4409, 0, picoGy 
Dose in ,Netzhaut:1_1306, 0, picoGy 
Dose in ,Glaskörper:1_3366, 0, picoGy 
Dose in ,Netzhaut:1_913, 0, picoGy 
Dose in ,Choroidea:1_1187, 0, picoGy 
Dose in ,Kammerwasser:1_268, 0, picoGy 
Dose in ,Glaskörper:1_2078, 0, picoGy 
Dose in ,Glaskörper:1_5717, 0, picoGy 
Dose in ,Kammerwasser:1_283, 0, picoGy 
Dose in ,Glaskörper:1_2093, 0, picoGy 
Dose in ,Netzhaut:1_720, 0, picoGy 
Dose in ,Glaskörper:1_5924, 0, picoGy 
Dose in ,Glaskörper:1_683, 0, picoGy 
Dose in ,Sclera:1_1801, 0, picoGy 
Dose in ,Choroidea:1_2303, 0, picoGy 
Dose in ,Glaskörper:1_6593, 15.0868, nanoGy 
Dose in ,Applikator:1_770, 0, picoGy 
Dose in ,Netzhaut:1_2182, 0, picoGy 
Dose in ,Sclera:1_398, 0, picoGy 
Dose in ,Glaskörper:1_34, 0, picoGy 
Dose in ,Glaskörper:1_4384, 0, picoGy 
Dose in ,Glaskörper:1_2939, 0, picoGy 
Dose in ,Glaskörper:1_4390, 0, picoGy 
Dose in ,PapilleSclera:1_6, 0, picoGy 
Dose in ,Choroidea:1_2317, 0, picoGy 
Dose in ,Applikator:1_764, 0, picoGy 
Dose in ,Glaskörper:1_6587, 0, picoGy 
Dose in ,Choroidea:1_719, 0, picoGy 
Dose in ,Netzhaut:1_2196, 0, picoGy 
Dose in ,Glaskörper:1_20, 0, picoGy 
Dose in ,Glaskörper:1_697, 0, picoGy 
Dose in ,Sehnerv:1_2, 0, picoGy 
Dose in ,Sclera:1_1815, 0, picoGy 
Dose in ,Glaskörper:1_2087, 0, picoGy 
Dose in ,Kammerwasser:1_297, 0, picoGy 
Dose in ,Choroidea:1_1178, 0, picoGy 
Dose in ,Netzhaut:1_734, 0, picoGy 
Dose in ,Glaskörper:1_3399, 0, picoGy 
Dose in ,Glaskörper:1_5930, 0, picoGy 
Dose in ,Glaskörper:1_867, 0, picoGy 
Dose in ,Choroidea:1_1150, 0, picoGy 
Dose in ,Glaskörper:1_5918, 0, picoGy 
Dose in ,Linse:1_166, 0, picoGy 
Dose in ,Glaskörper:1_2911, 0, picoGy 
Dose in ,Choroidea:1_1636, 0, picoGy 
